0.823529,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.901961,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.607843,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.588235,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.882353,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.686275,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.941176,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.980392,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.000000,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.960784,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.333333,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.843137,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.901961,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.607843,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.647059,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.764706,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.745098,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.588235,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.901961,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.274510,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.333333,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.254902,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.392157,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.215686,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.333333,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.647059,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.823529,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.980392,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.901961,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.705882,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.627451,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.882353,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.509804,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.784314,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.901961,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.803922,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.078431,0,0,0,0,0,0,0,0,0,0,1,0,1,0
